Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,26958,-,-,-,19.61,-155.5,-10,2318,-10,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Min efficiency,0.08,Mean efficiency,0.1,max efficiency,0.12,,Solar panel area (m^2),72,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Wind Direction,Wind Speed,Fill Flag,INPUT,Min Instantaneous Power (W),Mean Instantaneous Power (W),Max Instantaneous Power (W),,,,,,,,,,,,,,,,,,,,,
2015,4,23,19,30,0,0,0,0,0,0,7,10.25493774,19.6899353,934.1341553,86.65284729,101.602275,17.70249939,114.4294434,2.452962637,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
2015,4,23,20,0,0,0,0,0,0,0,7,10.93575439,19.65923462,934.300293,87.60836029,108.2482585,17.87723541,110.9337387,2.395918369,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
2015,4,23,20,30,0,0,0,0,0,0,7,11.23647461,19.64147339,934.5541992,88.03859711,114.7410832,18.03070068,110.9337387,2.412960529,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
2015,4,23,21,0,0,0,0,0,0,0,4,11.53676758,19.62371216,934.8081055,88.46987152,121.0284304,18.18416595,107.6584473,2.430002689,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
2015,4,23,21,30,0,0,0,0,0,0,7,11.71975098,19.50716553,935.0145264,88.8734436,127.0355493,18.32358551,107.6584473,2.451992512,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
2015,4,23,22,0,0,0,0,0,0,0,7,11.90255127,19.3906189,935.2208862,89.27867126,132.6542951,18.46300507,105.4966812,2.473982096,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
2015,4,23,22,30,0,0,0,0,0,0,7,12.44411621,19.28554688,935.0736084,90.16503906,137.7283164,18.58466911,105.4966812,2.510392189,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
2015,4,23,23,0,0,0,0,0,0,0,7,12.98619995,19.18050537,934.9263306,91.05940247,142.0375354,18.70633316,105.5732422,2.546802521,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
2015,4,23,23,30,0,0,0,0,0,0,7,12.93538818,19.24120483,934.6895752,90.90615082,145.2950657,18.63126755,105.5732422,2.635179043,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,,2.866,5.809,6.8755,1.071,9.974,8.151,7,,18.8479248,933.9532318,81.73515781,,16.56627206,111.1020438,2.775814538,,418.248,33.45984,41.8248,50.18976,,,,,,,,,,,,,,,,,,,,,
